runs,player,team,season,match,stadium
40,DJ Bravo,Mumbai Indians,5,548360,Wankhede Stadium
33,DJ Bravo,Mumbai Indians,5,548384,M Chinnaswamy Stadium
10,DJ Bravo,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
9,DJ Bravo,Mumbai Indians,6,598051,Wankhede Stadium
15,DJ Bravo,Mumbai Indians,6,598078,Eden Gardens
13,DJ Bravo,Mumbai Indians,8,829734,Wankhede Stadium
20,DJ Bravo,Mumbai Indians,8,829822,Wankhede Stadium
9,DJ Bravo,Mumbai Indians,8,829828,Eden Gardens
2,DJ Bravo,Mumbai Indians,9,980922,Wankhede Stadium
13,DJ Hooda,Mumbai Indians,8,829726,"Sardar Patel Stadium, Motera"
1,DJ Hooda,Mumbai Indians,8,829774,Wankhede Stadium
17,DJ Hooda,Mumbai Indians,9,980928,"Rajiv Gandhi International Stadium, Uppal"
17,DJ Hussey,Mumbai Indians,1,336002,Eden Gardens
2,DJ Hussey,Mumbai Indians,1,336026,Wankhede Stadium
20,DJ Hussey,Mumbai Indians,3,419166,Eden Gardens
1,DJ Hussey,Mumbai Indians,4,501242,Wankhede Stadium
0,DJ Hussey,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
21,DJ Hussey,Mumbai Indians,5,548339,Wankhede Stadium
68,DJ Hussey,Mumbai Indians,5,548344,"Punjab Cricket Association Stadium, Mohali"
34,DJ Hussey,Mumbai Indians,6,598042,Wankhede Stadium
40,DJ Hussey,Mumbai Indians,7,734050,Brabourne Stadium
1,DJG Sammy,Mumbai Indians,6,598044,"Rajiv Gandhi International Stadium, Uppal"
10,DJG Sammy,Mumbai Indians,7,729322,Dubai International Cricket Stadium
10,DNT Zoysa,Mumbai Indians,1,336029,"Rajiv Gandhi International Stadium, Uppal"
2,DP Nannes,Mumbai Indians,3,419119,Feroz Shah Kotla
12,DPMD Jayawardene,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
1,DPMD Jayawardene,Mumbai Indians,1,336033,Wankhede Stadium
7,DPMD Jayawardene,Mumbai Indians,2,392205,Kingsmead
20,DPMD Jayawardene,Mumbai Indians,3,419137,Brabourne Stadium
31,DPMD Jayawardene,Mumbai Indians,3,419151,"Punjab Cricket Association Stadium, Mohali"
56,DPMD Jayawardene,Mumbai Indians,4,501215,Wankhede Stadium
17,DPMD Jayawardene,Mumbai Indians,5,548330,Wankhede Stadium
55,DPMD Jayawardene,Mumbai Indians,5,548347,Feroz Shah Kotla
3,DPMD Jayawardene,Mumbai Indians,6,598011,Wankhede Stadium
59,DPMD Jayawardene,Mumbai Indians,6,598029,Feroz Shah Kotla
35,DR Smith,Mumbai Indians,2,392197,Kingsmead
16,DR Smith,Mumbai Indians,2,392217,SuperSport Park
29,DR Smith,Mumbai Indians,7,729308,Dubai International Cricket Stadium
57,DR Smith,Mumbai Indians,7,734000,Wankhede Stadium
24,DR Smith,Mumbai Indians,7,734050,Brabourne Stadium
62,DR Smith,Mumbai Indians,8,829734,Wankhede Stadium
27,DR Smith,Mumbai Indians,8,829794,"MA Chidambaram Stadium, Chepauk"
0,DR Smith,Mumbai Indians,8,829822,Wankhede Stadium
57,DR Smith,Mumbai Indians,8,829828,Eden Gardens
37,DR Smith,Mumbai Indians,9,981012,Green Park
6,DS Kulkarni,Mumbai Indians,9,980922,Wankhede Stadium
21,DT Christian,Mumbai Indians,4,501229,"Rajiv Gandhi International Stadium, Uppal"
18,DT Christian,Mumbai Indians,4,501261,Wankhede Stadium
39,DT Christian,Mumbai Indians,5,548319,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
5,DT Christian,Mumbai Indians,5,548351,Wankhede Stadium
4,DT Christian,Mumbai Indians,6,598004,M Chinnaswamy Stadium
0,DW Steyn,Mumbai Indians,3,419162,M Chinnaswamy Stadium
5,DW Steyn,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
4,DW Steyn,Mumbai Indians,4,501229,"Rajiv Gandhi International Stadium, Uppal"
2,DW Steyn,Mumbai Indians,5,548319,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
3,DW Steyn,Mumbai Indians,5,548351,Wankhede Stadium
0,DW Steyn,Mumbai Indians,8,829756,Wankhede Stadium
19,DW Steyn,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
7,EJG Morgan,Mumbai Indians,3,419124,Brabourne Stadium
31,EJG Morgan,Mumbai Indians,6,598034,Eden Gardens
5,EJG Morgan,Mumbai Indians,6,598055,Wankhede Stadium
9,EJG Morgan,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
11,EJG Morgan,Mumbai Indians,9,980928,"Rajiv Gandhi International Stadium, Uppal"
3,F du Plessis,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
9,F du Plessis,Mumbai Indians,5,548360,Wankhede Stadium
20,F du Plessis,Mumbai Indians,7,729308,Dubai International Cricket Stadium
31,F du Plessis,Mumbai Indians,7,734000,Wankhede Stadium
35,F du Plessis,Mumbai Indians,7,734050,Brabourne Stadium
11,F du Plessis,Mumbai Indians,8,829734,Wankhede Stadium
17,F du Plessis,Mumbai Indians,8,829794,"MA Chidambaram Stadium, Chepauk"
45,F du Plessis,Mumbai Indians,8,829822,Wankhede Stadium
1,F du Plessis,Mumbai Indians,8,829828,Eden Gardens
34,F du Plessis,Mumbai Indians,9,980906,Wankhede Stadium
1,FH Edwards,Mumbai Indians,2,392197,Kingsmead
10,FY Fazal,Mumbai Indians,3,419155,Sawai Mansingh Stadium
1,G Gambhir,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
19,G Gambhir,Mumbai Indians,1,336037,Feroz Shah Kotla
19,G Gambhir,Mumbai Indians,2,392220,Buffalo Park
47,G Gambhir,Mumbai Indians,2,392240,SuperSport Park
17,G Gambhir,Mumbai Indians,3,419157,Brabourne Stadium
8,G Gambhir,Mumbai Indians,4,501272,Eden Gardens
4,G Gambhir,Mumbai Indians,4,501274,Wankhede Stadium
0,G Gambhir,Mumbai Indians,5,548368,Eden Gardens
27,G Gambhir,Mumbai Indians,5,548375,Wankhede Stadium
26,G Gambhir,Mumbai Indians,6,598034,Eden Gardens
0,G Gambhir,Mumbai Indians,6,598055,Wankhede Stadium
0,G Gambhir,Mumbai Indians,7,729284,Sheikh Zayed Stadium
14,G Gambhir,Mumbai Indians,7,734014,Barabati Stadium
57,G Gambhir,Mumbai Indians,8,829710,Eden Gardens
38,G Gambhir,Mumbai Indians,8,829810,Wankhede Stadium
64,G Gambhir,Mumbai Indians,9,980914,Eden Gardens
59,G Gambhir,Mumbai Indians,9,980952,Wankhede Stadium
2,GB Hogg,Mumbai Indians,5,548322,Wankhede Stadium
5,GC Smith,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
19,GC Smith,Mumbai Indians,2,392230,Kingsmead
26,GC Smith,Mumbai Indians,3,419112,Brabourne Stadium
6,GC Smith,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
0,GD McGrath,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
25,GH Vihari,Mumbai Indians,6,598044,"Rajiv Gandhi International Stadium, Uppal"
41,GH Vihari,Mumbai Indians,6,598065,Wankhede Stadium
16,GH Vihari,Mumbai Indians,8,829756,Wankhede Stadium
15,GJ Bailey,Mumbai Indians,7,733978,Wankhede Stadium
39,GJ Bailey,Mumbai Indians,7,734030,"Punjab Cricket Association Stadium, Mohali"
61,GJ Bailey,Mumbai Indians,8,829722,Wankhede Stadium
21,GJ Bailey,Mumbai Indians,8,829780,"Punjab Cricket Association Stadium, Mohali"
45,GJ Maxwell,Mumbai Indians,7,733978,Wankhede Stadium
2,GJ Maxwell,Mumbai Indians,7,734030,"Punjab Cricket Association Stadium, Mohali"
6,GJ Maxwell,Mumbai Indians,8,829722,Wankhede Stadium
12,GJ Maxwell,Mumbai Indians,8,829780,"Punjab Cricket Association Stadium, Mohali"
56,GJ Maxwell,Mumbai Indians,9,980946,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,GJ Maxwell,Mumbai Indians,9,980990,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,Gurkeerat Singh,Mumbai Indians,6,598042,Wankhede Stadium
0,Gurkeerat Singh,Mumbai Indians,6,598071,Himachal Pradesh Cricket Association Stadium
6,Gurkeerat Singh,Mumbai Indians,9,980990,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,H Das,Mumbai Indians,1,336029,"Rajiv Gandhi International Stadium, Uppal"
58,HH Gibbs,Mumbai Indians,2,392197,Kingsmead
0,HH Gibbs,Mumbai Indians,2,392217,SuperSport Park
27,HH Gibbs,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
17,HH Gibbs,Mumbai Indians,3,419143,Brabourne Stadium
0,HM Amla,Mumbai Indians,9,980990,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,HV Patel,Mumbai Indians,7,733988,Wankhede Stadium
4,I Sharma,Mumbai Indians,1,336026,Wankhede Stadium
5,I Sharma,Mumbai Indians,2,392202,St George's Park
1,I Sharma,Mumbai Indians,4,501229,"Rajiv Gandhi International Stadium, Uppal"
6,IK Pathan,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
9,IK Pathan,Mumbai Indians,1,336033,Wankhede Stadium
7,IK Pathan,Mumbai Indians,2,392205,Kingsmead
0,IK Pathan,Mumbai Indians,2,392227,SuperSport Park
18,IK Pathan,Mumbai Indians,3,419137,Brabourne Stadium
15,IK Pathan,Mumbai Indians,3,419151,"Punjab Cricket Association Stadium, Mohali"
0,IK Pathan,Mumbai Indians,4,501206,Feroz Shah Kotla
23,IK Pathan,Mumbai Indians,4,501251,Wankhede Stadium
0,IK Pathan,Mumbai Indians,5,548347,Feroz Shah Kotla
10,IK Pathan,Mumbai Indians,6,598011,Wankhede Stadium
1,IK Pathan,Mumbai Indians,7,729322,Dubai International Cricket Stadium
5,Imran Tahir,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
6,Iqbal Abdulla,Mumbai Indians,6,598055,Wankhede Stadium
20,Iqbal Abdulla,Mumbai Indians,8,829742,M Chinnaswamy Stadium
2,IR Jaggi,Mumbai Indians,5,548351,Wankhede Stadium
2,J Botha,Mumbai Indians,2,392230,Kingsmead
45,J Botha,Mumbai Indians,4,501236,Sawai Mansingh Stadium
2,J Botha,Mumbai Indians,5,548322,Wankhede Stadium
9,J Syed Mohammad,Mumbai Indians,6,598038,Wankhede Stadium
1,J Theron,Mumbai Indians,8,829774,Wankhede Stadium
5,JA Morkel,Mumbai Indians,1,336023,Wankhede Stadium
15,JA Morkel,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
3,JA Morkel,Mumbai Indians,4,501226,Wankhede Stadium
3,JA Morkel,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
3,JA Morkel,Mumbai Indians,5,548360,Wankhede Stadium
10,JA Morkel,Mumbai Indians,6,598078,Eden Gardens
1,Jaskaran Singh,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
0,Jaskaran Singh,Mumbai Indians,3,419143,Brabourne Stadium
12,JD Ryder,Mumbai Indians,4,501223,Wankhede Stadium
0,JD Ryder,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
9,JD Ryder,Mumbai Indians,5,548356,Subrata Roy Sahara Stadium
5,JDP Oram,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
8,JDP Oram,Mumbai Indians,2,392186,Newlands
25,JH Kallis,Mumbai Indians,1,335990,Wankhede Stadium
69,JH Kallis,Mumbai Indians,2,392213,New Wanderers Stadium
12,JH Kallis,Mumbai Indians,2,392223,St George's Park
66,JH Kallis,Mumbai Indians,3,419124,Brabourne Stadium
14,JH Kallis,Mumbai Indians,3,419162,M Chinnaswamy Stadium
11,JH Kallis,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
59,JH Kallis,Mumbai Indians,4,501272,Eden Gardens
7,JH Kallis,Mumbai Indians,4,501274,Wankhede Stadium
79,JH Kallis,Mumbai Indians,5,548368,Eden Gardens
0,JH Kallis,Mumbai Indians,5,548375,Wankhede Stadium
37,JH Kallis,Mumbai Indians,6,598034,Eden Gardens
24,JH Kallis,Mumbai Indians,6,598055,Wankhede Stadium
72,JH Kallis,Mumbai Indians,7,729284,Sheikh Zayed Stadium
16,Joginder Sharma,Mumbai Indians,2,392186,Newlands
0,Joginder Sharma,Mumbai Indians,4,501226,Wankhede Stadium
8,JP Duminy,Mumbai Indians,4,501261,Wankhede Stadium
25,JP Duminy,Mumbai Indians,5,548351,Wankhede Stadium
19,JP Duminy,Mumbai Indians,7,729314,Sharjah Cricket Stadium
45,JP Duminy,Mumbai Indians,7,734036,Wankhede Stadium
78,JP Duminy,Mumbai Indians,8,829752,Feroz Shah Kotla
28,JP Duminy,Mumbai Indians,8,829788,Wankhede Stadium
49,JP Duminy,Mumbai Indians,9,980938,Feroz Shah Kotla
9,JP Duminy,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
12,JP Faulkner,Mumbai Indians,6,598068,Wankhede Stadium
31,JP Faulkner,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
23,JP Faulkner,Mumbai Indians,7,734046,Wankhede Stadium
6,JP Faulkner,Mumbai Indians,8,829726,"Sardar Patel Stadium, Motera"
7,JP Faulkner,Mumbai Indians,9,980922,Wankhede Stadium
0,JR Hopes,Mumbai Indians,1,336033,Wankhede Stadium
55,JR Hopes,Mumbai Indians,4,501251,Wankhede Stadium
18,K Goel,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
12,K Goel,Mumbai Indians,2,392205,Kingsmead
20,K Goel,Mumbai Indians,2,392227,SuperSport Park
1,K Goel,Mumbai Indians,3,419137,Brabourne Stadium
10,KAJ Roach,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
18,Kamran Akmal,Mumbai Indians,1,336041,Sawai Mansingh Stadium
19,KB Arun Karthik,Mumbai Indians,6,598004,M Chinnaswamy Stadium
12,KB Arun Karthik,Mumbai Indians,6,598038,Wankhede Stadium
94,KC Sangakkara,Mumbai Indians,1,335996,"Punjab Cricket Association Stadium, Mohali"
45,KC Sangakkara,Mumbai Indians,2,392205,Kingsmead
8,KC Sangakkara,Mumbai Indians,2,392227,SuperSport Park
56,KC Sangakkara,Mumbai Indians,3,419151,"Punjab Cricket Association Stadium, Mohali"
34,KC Sangakkara,Mumbai Indians,4,501229,"Rajiv Gandhi International Stadium, Uppal"
27,KC Sangakkara,Mumbai Indians,4,501261,Wankhede Stadium
14,KC Sangakkara,Mumbai Indians,5,548319,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
21,KC Sangakkara,Mumbai Indians,6,598044,"Rajiv Gandhi International Stadium, Uppal"
28,KD Karthik,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
56,KD Karthik,Mumbai Indians,1,336037,Feroz Shah Kotla
5,KD Karthik,Mumbai Indians,2,392220,Buffalo Park
0,KD Karthik,Mumbai Indians,2,392240,SuperSport Park
13,KD Karthik,Mumbai Indians,3,419119,Feroz Shah Kotla
11,KD Karthik,Mumbai Indians,3,419157,Brabourne Stadium
1,KD Karthik,Mumbai Indians,4,501242,Wankhede Stadium
31,KD Karthik,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
2,KD Karthik,Mumbai Indians,7,729314,Sharjah Cricket Stadium
7,KD Karthik,Mumbai Indians,7,734036,Wankhede Stadium
18,KD Karthik,Mumbai Indians,8,829742,M Chinnaswamy Stadium
9,KD Karthik,Mumbai Indians,9,980922,Wankhede Stadium
3,KD Karthik,Mumbai Indians,9,981012,Green Park
14,KK Cooper,Mumbai Indians,5,548322,Wankhede Stadium
7,KK Cooper,Mumbai Indians,6,598068,Wankhede Stadium
4,KK Cooper,Mumbai Indians,6,598077,Eden Gardens
5,KK Cooper,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
0,KK Nair,Mumbai Indians,6,598004,M Chinnaswamy Stadium
48,KK Nair,Mumbai Indians,7,734022,"Sardar Patel Stadium, Motera"
50,KK Nair,Mumbai Indians,7,734046,Wankhede Stadium
7,KK Nair,Mumbai Indians,8,829774,Wankhede Stadium
5,KK Nair,Mumbai Indians,9,980938,Feroz Shah Kotla
8,KK Nair,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
46,KL Rahul,Mumbai Indians,7,729322,Dubai International Cricket Stadium
10,KL Rahul,Mumbai Indians,7,734006,"Rajiv Gandhi International Stadium, Uppal"
25,KL Rahul,Mumbai Indians,8,829756,Wankhede Stadium
25,KL Rahul,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
23,KL Rahul,Mumbai Indians,9,980932,Wankhede Stadium
68,KL Rahul,Mumbai Indians,9,980986,M Chinnaswamy Stadium
1,KM Jadhav,Mumbai Indians,6,598011,Wankhede Stadium
14,KM Jadhav,Mumbai Indians,7,729314,Sharjah Cricket Stadium
7,KM Jadhav,Mumbai Indians,7,734036,Wankhede Stadium
1,KM Jadhav,Mumbai Indians,8,829752,Feroz Shah Kotla
16,KM Jadhav,Mumbai Indians,8,829788,Wankhede Stadium
21,KP Pietersen,Mumbai Indians,3,419162,M Chinnaswamy Stadium
19,KP Pietersen,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
9,KP Pietersen,Mumbai Indians,5,548330,Wankhede Stadium
50,KP Pietersen,Mumbai Indians,5,548347,Feroz Shah Kotla
26,KP Pietersen,Mumbai Indians,7,729314,Sharjah Cricket Stadium
44,KP Pietersen,Mumbai Indians,7,734036,Wankhede Stadium
21,KP Pietersen,Mumbai Indians,9,980906,Wankhede Stadium
2,KS Williamson,Mumbai Indians,9,980978,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
2,KV Sharma,Mumbai Indians,8,829756,Wankhede Stadium
15,KV Sharma,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
8,KW Richardson,Mumbai Indians,6,598060,Subrata Roy Sahara Stadium
1,KW Richardson,Mumbai Indians,9,980932,Wankhede Stadium
0,L Balaji,Mumbai Indians,6,598055,Wankhede Stadium
79,LA Pomersbach,Mumbai Indians,1,336033,Wankhede Stadium
5,LA Pomersbach,Mumbai Indians,2,392227,SuperSport Park
4,LA Pomersbach,Mumbai Indians,4,501275,"MA Chidambaram Stadium, Chepauk"
17,LPC Silva,Mumbai Indians,1,336029,"Rajiv Gandhi International Stadium, Uppal"
40,LR Shukla,Mumbai Indians,1,336002,Eden Gardens
0,LR Shukla,Mumbai Indians,1,336026,Wankhede Stadium
2,LR Shukla,Mumbai Indians,2,392202,St George's Park
6,LR Shukla,Mumbai Indians,2,392208,Buffalo Park
23,LRPL Taylor,Mumbai Indians,1,335990,Wankhede Stadium
16,LRPL Taylor,Mumbai Indians,2,392223,St George's Park
9,LRPL Taylor,Mumbai Indians,3,419162,M Chinnaswamy Stadium
31,LRPL Taylor,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
13,LRPL Taylor,Mumbai Indians,4,501236,Sawai Mansingh Stadium
11,LRPL Taylor,Mumbai Indians,5,548330,Wankhede Stadium
15,LRPL Taylor,Mumbai Indians,5,548347,Feroz Shah Kotla
4,LRPL Taylor,Mumbai Indians,6,598016,Wankhede Stadium
4,M Kaif,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
12,M Kaif,Mumbai Indians,1,336041,Sawai Mansingh Stadium
10,M Kartik,Mumbai Indians,1,336002,Eden Gardens
11,M Kartik,Mumbai Indians,4,501223,Wankhede Stadium
14,M Kartik,Mumbai Indians,5,548313,Wankhede Stadium
1,M Manhas,Mumbai Indians,3,419119,Feroz Shah Kotla
0,M Manhas,Mumbai Indians,4,501223,Wankhede Stadium
0,M Manhas,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
42,M Manhas,Mumbai Indians,5,548356,Subrata Roy Sahara Stadium
1,M Manhas,Mumbai Indians,7,734000,Wankhede Stadium
0,M Morkel,Mumbai Indians,4,501206,Feroz Shah Kotla
10,M Morkel,Mumbai Indians,4,501251,Wankhede Stadium
23,M Morkel,Mumbai Indians,6,598011,Wankhede Stadium
1,M Rawat,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
14,M Vijay,Mumbai Indians,3,419147,"MA Chidambaram Stadium, Chepauk"
26,M Vijay,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
12,M Vijay,Mumbai Indians,4,501226,Wankhede Stadium
10,M Vijay,Mumbai Indians,5,548311,"MA Chidambaram Stadium, Chepauk"
41,M Vijay,Mumbai Indians,5,548360,Wankhede Stadium
1,M Vijay,Mumbai Indians,5,548384,M Chinnaswamy Stadium
5,M Vijay,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
2,M Vijay,Mumbai Indians,6,598051,Wankhede Stadium
23,M Vijay,Mumbai Indians,6,598075,Feroz Shah Kotla
18,M Vijay,Mumbai Indians,6,598078,Eden Gardens
40,M Vijay,Mumbai Indians,7,729314,Sharjah Cricket Stadium
8,M Vijay,Mumbai Indians,7,734036,Wankhede Stadium
35,M Vijay,Mumbai Indians,8,829722,Wankhede Stadium
39,M Vijay,Mumbai Indians,8,829780,"Punjab Cricket Association Stadium, Mohali"
19,M Vijay,Mumbai Indians,9,980946,"Punjab Cricket Association IS Bindra Stadium, Mohali"
54,M Vijay,Mumbai Indians,9,980990,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1,M Vohra,Mumbai Indians,6,598042,Wankhede Stadium
20,M Vohra,Mumbai Indians,6,598071,Himachal Pradesh Cricket Association Stadium
36,M Vohra,Mumbai Indians,7,734030,"Punjab Cricket Association Stadium, Mohali"
7,M Vohra,Mumbai Indians,9,980946,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,MA Agarwal,Mumbai Indians,4,501210,M Chinnaswamy Stadium
41,MA Agarwal,Mumbai Indians,4,501275,"MA Chidambaram Stadium, Chepauk"
64,MA Agarwal,Mumbai Indians,5,548372,M Chinnaswamy Stadium
1,MA Agarwal,Mumbai Indians,6,598004,M Chinnaswamy Stadium
1,MA Agarwal,Mumbai Indians,8,829752,Feroz Shah Kotla
0,MA Agarwal,Mumbai Indians,8,829788,Wankhede Stadium
8,MA Agarwal,Mumbai Indians,9,980998,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
5,MA Starc,Mumbai Indians,7,733988,Wankhede Stadium
8,Mandeep Singh,Mumbai Indians,4,501256,"Punjab Cricket Association Stadium, Mohali"
24,Mandeep Singh,Mumbai Indians,5,548339,Wankhede Stadium
22,Mandeep Singh,Mumbai Indians,5,548344,"Punjab Cricket Association Stadium, Mohali"
9,Mandeep Singh,Mumbai Indians,6,598042,Wankhede Stadium
1,Mandeep Singh,Mumbai Indians,6,598071,Himachal Pradesh Cricket Association Stadium
11,MC Henriques,Mumbai Indians,8,829820,"Rajiv Gandhi International Stadium, Uppal"
20,MC Henriques,Mumbai Indians,9,980928,"Rajiv Gandhi International Stadium, Uppal"
1,MC Henriques,Mumbai Indians,9,980978,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
49,MC Juneja,Mumbai Indians,6,598011,Wankhede Stadium
13,MD Mishra,Mumbai Indians,3,419135,Dr DY Patil Sports Academy
5,MD Mishra,Mumbai Indians,3,419143,Brabourne Stadium
12,MD Mishra,Mumbai Indians,4,501223,Wankhede Stadium
5,MEK Hussey,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
14,MEK Hussey,Mumbai Indians,3,419147,"MA Chidambaram Stadium, Chepauk"
41,MEK Hussey,Mumbai Indians,4,501226,Wankhede Stadium
49,MEK Hussey,Mumbai Indians,5,548384,M Chinnaswamy Stadium
20,MEK Hussey,Mumbai Indians,6,598007,"MA Chidambaram Stadium, Chepauk"
22,MEK Hussey,Mumbai Indians,6,598051,Wankhede Stadium
86,MEK Hussey,Mumbai Indians,6,598075,Feroz Shah Kotla
1,MEK Hussey,Mumbai Indians,6,598078,Eden Gardens
16,MEK Hussey,Mumbai Indians,8,829822,Wankhede Stadium
4,MEK Hussey,Mumbai Indians,8,829828,Eden Gardens
20,MF Maharoof,Mumbai Indians,1,336037,Feroz Shah Kotla
15,MF Maharoof,Mumbai Indians,3,419119,Feroz Shah Kotla
0,MG Johnson,Mumbai Indians,7,733978,Wankhede Stadium
3,MG Johnson,Mumbai Indians,8,829722,Wankhede Stadium
8,MG Johnson,Mumbai Indians,8,829780,"Punjab Cricket Association Stadium, Mohali"
1,MG Johnson,Mumbai Indians,9,980946,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,Misbah-ul-Haq,Mumbai Indians,1,336017,M Chinnaswamy Stadium
14,MJ Clarke,Mumbai Indians,5,548356,Subrata Roy Sahara Stadium
8,MJ Lumb,Mumbai Indians,3,419155,Sawai Mansingh Stadium
0,MJ Lumb,Mumbai Indians,4,501261,Wankhede Stadium
40,MK Pandey,Mumbai Indians,3,419124,Brabourne Stadium
16,MK Pandey,Mumbai Indians,3,419162,M Chinnaswamy Stadium
5,MK Pandey,Mumbai Indians,3,419167,Dr DY Patil Sports Academy
59,MK Pandey,Mumbai Indians,4,501246,Dr DY Patil Sports Academy
0,MK Pandey,Mumbai Indians,5,548313,Wankhede Stadium
29,MK Pandey,Mumbai Indians,6,598060,Subrata Roy Sahara Stadium
64,MK Pandey,Mumbai Indians,7,729284,Sheikh Zayed Stadium
14,MK Pandey,Mumbai Indians,7,734014,Barabati Stadium
40,MK Pandey,Mumbai Indians,8,829710,Eden Gardens
1,MK Pandey,Mumbai Indians,8,829810,Wankhede Stadium
52,MK Pandey,Mumbai Indians,9,980914,Eden Gardens
36,MK Tiwary,Mumbai Indians,1,336037,Feroz Shah Kotla
35,MK Tiwary,Mumbai Indians,4,501272,Eden Gardens
4,MK Tiwary,Mumbai Indians,4,501274,Wankhede Stadium
27,MK Tiwary,Mumbai Indians,5,548368,Eden Gardens
41,MK Tiwary,Mumbai Indians,5,548375,Wankhede Stadium
33,MK Tiwary,Mumbai Indians,6,598034,Eden Gardens
41,MK Tiwary,Mumbai Indians,7,734036,Wankhede Stadium
81,ML Hayden,Mumbai Indians,1,335994,"MA Chidambaram Stadium, Chepauk"
44,ML Hayden,Mumbai Indians,2,392186,Newlands
60,ML Hayden,Mumbai Indians,2,392232,St George's Park
20,ML Hayden,Mumbai Indians,3,419130,Brabourne Stadium
35,ML Hayden,Mumbai Indians,3,419147,"MA Chidambaram Stadium, Chepauk"
17,ML Hayden,Mumbai Indians,3,419170,Dr DY Patil Sports Academy
0,MM Patel,Mumbai Indians,1,336013,Dr DY Patil Sports Academy
0,MM Sharma,Mumbai Indians,6,598051,Wankhede Stadium
0,MM Sharma,Mumbai Indians,6,598078,Eden Gardens
3,MM Sharma,Mumbai Indians,8,829822,Wankhede Stadium
21,MM Sharma,Mumbai Indians,8,829828,Eden Gardens
4,MN Samuels,Mumbai Indians,5,548313,Wankhede Stadium
32,MN van Wyk,Mumbai Indians,2,392208,Buffalo Park
0,Mohammad Asif,Mumbai Indians,1,336009,Dr DY Patil Sports Academy
2,Mohammad Hafeez,Mumbai Indians,1,336002,Eden Gardens
5,Mohammad Hafeez,Mumbai Indians,1,336026,Wankhede Stadium
38,MR Marsh,Mumbai Indians,6,598016,Wankhede Stadium
11,MS Bisla,Mumbai Indians,3,419137,Brabourne Stadium
1,MS Bisla,Mumbai Indians,5,548368,Eden Gardens
17,MS Bisla,Mumbai Indians,6,598055,Wankhede Stadium
