runs,player,team,season,match,stadium
22,CL White,Royal Challengers Bangalore,6,598009,"Rajiv Gandhi International Stadium, Uppal"
52,CL White,Royal Challengers Bangalore,6,598053,M Chinnaswamy Stadium
30,CM Gautam,Royal Challengers Bangalore,7,733988,Wankhede Stadium
1,CR Brathwaite,Royal Challengers Bangalore,9,981016,Shaheed Veer Narayan Singh International Stadium
8,DA Miller,Royal Challengers Bangalore,5,548336,"Punjab Cricket Association Stadium, Mohali"
2,DA Miller,Royal Challengers Bangalore,6,598050,M Chinnaswamy Stadium
101,DA Miller,Royal Challengers Bangalore,6,598069,"Punjab Cricket Association Stadium, Mohali"
26,DA Miller,Royal Challengers Bangalore,7,729318,Dubai International Cricket Stadium
66,DA Miller,Royal Challengers Bangalore,7,733996,M Chinnaswamy Stadium
7,DA Miller,Royal Challengers Bangalore,8,829790,M Chinnaswamy Stadium
14,DA Miller,Royal Challengers Bangalore,8,829808,"Punjab Cricket Association Stadium, Mohali"
0,DA Miller,Royal Challengers Bangalore,9,980982,"Punjab Cricket Association IS Bindra Stadium, Mohali"
3,DA Miller,Royal Challengers Bangalore,9,981004,M Chinnaswamy Stadium
33,DA Warner,Royal Challengers Bangalore,3,419133,M Chinnaswamy Stadium
33,DA Warner,Royal Challengers Bangalore,3,419145,Feroz Shah Kotla
7,DA Warner,Royal Challengers Bangalore,4,501232,Feroz Shah Kotla
15,DA Warner,Royal Challengers Bangalore,5,548377,Feroz Shah Kotla
15,DA Warner,Royal Challengers Bangalore,6,598022,M Chinnaswamy Stadium
4,DA Warner,Royal Challengers Bangalore,6,598059,Feroz Shah Kotla
61,DA Warner,Royal Challengers Bangalore,7,733982,M Chinnaswamy Stadium
59,DA Warner,Royal Challengers Bangalore,7,734026,"Rajiv Gandhi International Stadium, Uppal"
57,DA Warner,Royal Challengers Bangalore,8,829724,M Chinnaswamy Stadium
52,DA Warner,Royal Challengers Bangalore,8,829812,"Rajiv Gandhi International Stadium, Uppal"
58,DA Warner,Royal Challengers Bangalore,9,980912,M Chinnaswamy Stadium
92,DA Warner,Royal Challengers Bangalore,9,980958,"Rajiv Gandhi International Stadium, Uppal"
69,DA Warner,Royal Challengers Bangalore,9,981024,M Chinnaswamy Stadium
12,DAJ Bracewell,Royal Challengers Bangalore,5,548315,M Chinnaswamy Stadium
7,DB Ravi Teja,Royal Challengers Bangalore,1,336007,"Rajiv Gandhi International Stadium, Uppal"
8,DB Ravi Teja,Royal Challengers Bangalore,2,392193,Newlands
2,DH Yagnik,Royal Challengers Bangalore,4,501257,Sawai Mansingh Stadium
5,DH Yagnik,Royal Challengers Bangalore,6,598028,M Chinnaswamy Stadium
50,DJ Bravo,Royal Challengers Bangalore,2,392213,New Wanderers Stadium
1,DJ Bravo,Royal Challengers Bangalore,3,419124,Brabourne Stadium
5,DJ Bravo,Royal Challengers Bangalore,4,501271,M Chinnaswamy Stadium
6,DJ Bravo,Royal Challengers Bangalore,4,501276,"MA Chidambaram Stadium, Chepauk"
25,DJ Bravo,Royal Challengers Bangalore,5,548323,"MA Chidambaram Stadium, Chepauk"
8,DJ Bravo,Royal Challengers Bangalore,6,598017,"MA Chidambaram Stadium, Chepauk"
11,DJ Bravo,Royal Challengers Bangalore,6,598073,M Chinnaswamy Stadium
5,DJ Bravo,Royal Challengers Bangalore,8,829750,M Chinnaswamy Stadium
2,DJ Bravo,Royal Challengers Bangalore,8,829784,"MA Chidambaram Stadium, Chepauk"
0,DJ Bravo,Royal Challengers Bangalore,8,829826,JSCA International Stadium Complex
4,DJ Bravo,Royal Challengers Bangalore,9,980942,Saurashtra Cricket Association Stadium
1,DJ Bravo,Royal Challengers Bangalore,9,980992,M Chinnaswamy Stadium
8,DJ Bravo,Royal Challengers Bangalore,9,981018,M Chinnaswamy Stadium
47,DJ Harris,Royal Challengers Bangalore,5,548361,M Chinnaswamy Stadium
1,DJ Hooda,Royal Challengers Bangalore,8,829754,"Sardar Patel Stadium, Motera"
11,DJ Hooda,Royal Challengers Bangalore,8,829824,Maharashtra Cricket Association Stadium
6,DJ Hooda,Royal Challengers Bangalore,9,980912,M Chinnaswamy Stadium
2,DJ Hooda,Royal Challengers Bangalore,9,980958,"Rajiv Gandhi International Stadium, Uppal"
3,DJ Hooda,Royal Challengers Bangalore,9,981024,M Chinnaswamy Stadium
12,DJ Hussey,Royal Challengers Bangalore,1,335987,M Chinnaswamy Stadium
26,DJ Hussey,Royal Challengers Bangalore,1,336015,Eden Gardens
43,DJ Hussey,Royal Challengers Bangalore,2,392226,SuperSport Park
0,DJ Hussey,Royal Challengers Bangalore,4,501265,Himachal Pradesh Cricket Association Stadium
41,DJ Hussey,Royal Challengers Bangalore,5,548336,"Punjab Cricket Association Stadium, Mohali"
45,DJ Hussey,Royal Challengers Bangalore,5,548355,M Chinnaswamy Stadium
13,DJ Hussey,Royal Challengers Bangalore,6,598069,"Punjab Cricket Association Stadium, Mohali"
25,DJ Hussey,Royal Challengers Bangalore,7,734018,JSCA International Stadium Complex
22,DJ Jacobs,Royal Challengers Bangalore,4,501210,M Chinnaswamy Stadium
1,DJ Muthuswami,Royal Challengers Bangalore,8,829762,Feroz Shah Kotla
0,DJ Thornely,Royal Challengers Bangalore,1,335990,Wankhede Stadium
8,DJG Sammy,Royal Challengers Bangalore,7,733982,M Chinnaswamy Stadium
10,DJG Sammy,Royal Challengers Bangalore,7,734026,"Rajiv Gandhi International Stadium, Uppal"
4,DL Vettori,Royal Challengers Bangalore,2,392237,New Wanderers Stadium
19,DL Vettori,Royal Challengers Bangalore,3,419145,Feroz Shah Kotla
17,DPMD Jayawardene,Royal Challengers Bangalore,1,336011,M Chinnaswamy Stadium
1,DPMD Jayawardene,Royal Challengers Bangalore,2,392196,Kingsmead
19,DPMD Jayawardene,Royal Challengers Bangalore,2,392209,Kingsmead
26,DPMD Jayawardene,Royal Challengers Bangalore,3,419117,M Chinnaswamy Stadium
18,DPMD Jayawardene,Royal Challengers Bangalore,4,501205,Nehru Stadium
3,DPMD Jayawardene,Royal Challengers Bangalore,4,501252,M Chinnaswamy Stadium
9,DPMD Jayawardene,Royal Challengers Bangalore,5,548377,Feroz Shah Kotla
28,DPMD Jayawardene,Royal Challengers Bangalore,6,598022,M Chinnaswamy Stadium
19,DPMD Jayawardene,Royal Challengers Bangalore,6,598059,Feroz Shah Kotla
19,DR Martyn,Royal Challengers Bangalore,3,419120,M Chinnaswamy Stadium
5,DR Smith,Royal Challengers Bangalore,3,419169,Dr DY Patil Sports Academy
2,DR Smith,Royal Challengers Bangalore,5,548365,Wankhede Stadium
6,DR Smith,Royal Challengers Bangalore,5,548372,M Chinnaswamy Stadium
50,DR Smith,Royal Challengers Bangalore,6,598038,Wankhede Stadium
9,DR Smith,Royal Challengers Bangalore,7,734018,JSCA International Stadium Complex
34,DR Smith,Royal Challengers Bangalore,7,734040,M Chinnaswamy Stadium
39,DR Smith,Royal Challengers Bangalore,8,829750,M Chinnaswamy Stadium
0,DR Smith,Royal Challengers Bangalore,8,829784,"MA Chidambaram Stadium, Chepauk"
17,DR Smith,Royal Challengers Bangalore,8,829826,JSCA International Stadium Complex
32,DR Smith,Royal Challengers Bangalore,9,980942,Saurashtra Cricket Association Stadium
7,DR Smith,Royal Challengers Bangalore,9,980992,M Chinnaswamy Stadium
73,DR Smith,Royal Challengers Bangalore,9,981018,M Chinnaswamy Stadium
1,DS Kulkarni,Royal Challengers Bangalore,8,829754,"Sardar Patel Stadium, Motera"
3,DS Kulkarni,Royal Challengers Bangalore,8,829824,Maharashtra Cricket Association Stadium
2,DS Kulkarni,Royal Challengers Bangalore,9,980992,M Chinnaswamy Stadium
10,DS Kulkarni,Royal Challengers Bangalore,9,981018,M Chinnaswamy Stadium
0,DT Christian,Royal Challengers Bangalore,4,501213,"Rajiv Gandhi International Stadium, Uppal"
3,DW Steyn,Royal Challengers Bangalore,6,598009,"Rajiv Gandhi International Stadium, Uppal"
6,EJG Morgan,Royal Challengers Bangalore,4,501227,Eden Gardens
2,EJG Morgan,Royal Challengers Bangalore,4,501260,M Chinnaswamy Stadium
2,EJG Morgan,Royal Challengers Bangalore,6,598013,M Chinnaswamy Stadium
11,EJG Morgan,Royal Challengers Bangalore,8,829812,"Rajiv Gandhi International Stadium, Uppal"
22,EJG Morgan,Royal Challengers Bangalore,9,980912,M Chinnaswamy Stadium
19,ER Dwivedi,Royal Challengers Bangalore,9,981018,M Chinnaswamy Stadium
9,F Behardien,Royal Challengers Bangalore,9,980982,"Punjab Cricket Association IS Bindra Stadium, Mohali"
0,F Behardien,Royal Challengers Bangalore,9,981004,M Chinnaswamy Stadium
71,F du Plessis,Royal Challengers Bangalore,5,548323,"MA Chidambaram Stadium, Chepauk"
54,F du Plessis,Royal Challengers Bangalore,7,734040,M Chinnaswamy Stadium
33,F du Plessis,Royal Challengers Bangalore,8,829750,M Chinnaswamy Stadium
24,F du Plessis,Royal Challengers Bangalore,8,829784,"MA Chidambaram Stadium, Chepauk"
21,F du Plessis,Royal Challengers Bangalore,8,829826,JSCA International Stadium Complex
2,F du Plessis,Royal Challengers Bangalore,9,980936,Maharashtra Cricket Association Stadium
3,FH Edwards,Royal Challengers Bangalore,2,392193,Newlands
86,G Gambhir,Royal Challengers Bangalore,1,336003,Feroz Shah Kotla
39,G Gambhir,Royal Challengers Bangalore,1,336031,M Chinnaswamy Stadium
16,G Gambhir,Royal Challengers Bangalore,2,392199,St George's Park
27,G Gambhir,Royal Challengers Bangalore,2,392237,New Wanderers Stadium
1,G Gambhir,Royal Challengers Bangalore,3,419145,Feroz Shah Kotla
48,G Gambhir,Royal Challengers Bangalore,4,501227,Eden Gardens
7,G Gambhir,Royal Challengers Bangalore,4,501260,M Chinnaswamy Stadium
64,G Gambhir,Royal Challengers Bangalore,5,548320,M Chinnaswamy Stadium
93,G Gambhir,Royal Challengers Bangalore,5,548349,Eden Gardens
59,G Gambhir,Royal Challengers Bangalore,6,598013,M Chinnaswamy Stadium
14,G Gambhir,Royal Challengers Bangalore,6,598062,JSCA International Stadium Complex
0,G Gambhir,Royal Challengers Bangalore,7,729304,Sharjah Cricket Stadium
4,G Gambhir,Royal Challengers Bangalore,7,734032,Eden Gardens
58,G Gambhir,Royal Challengers Bangalore,8,829718,Eden Gardens
12,G Gambhir,Royal Challengers Bangalore,8,829776,M Chinnaswamy Stadium
37,G Gambhir,Royal Challengers Bangalore,9,980964,M Chinnaswamy Stadium
51,G Gambhir,Royal Challengers Bangalore,9,981000,Eden Gardens
13,GB Hogg,Royal Challengers Bangalore,5,548341,Sawai Mansingh Stadium
49,GC Smith,Royal Challengers Bangalore,1,335997,M Chinnaswamy Stadium
75,GC Smith,Royal Challengers Bangalore,1,336028,Sawai Mansingh Stadium
2,GC Smith,Royal Challengers Bangalore,2,392187,Newlands
20,GC Smith,Royal Challengers Bangalore,2,392218,SuperSport Park
44,GH Vihari,Royal Challengers Bangalore,6,598009,"Rajiv Gandhi International Stadium, Uppal"
4,GH Vihari,Royal Challengers Bangalore,6,598053,M Chinnaswamy Stadium
18,GJ Bailey,Royal Challengers Bangalore,3,419128,M Chinnaswamy Stadium
16,GJ Bailey,Royal Challengers Bangalore,7,729318,Dubai International Cricket Stadium
1,GJ Bailey,Royal Challengers Bangalore,7,733996,M Chinnaswamy Stadium
2,GJ Bailey,Royal Challengers Bangalore,8,829790,M Chinnaswamy Stadium
13,GJ Bailey,Royal Challengers Bangalore,8,829808,"Punjab Cricket Association Stadium, Mohali"
0,GJ Bailey,Royal Challengers Bangalore,9,980974,M Chinnaswamy Stadium
3,GJ Maxwell,Royal Challengers Bangalore,5,548315,M Chinnaswamy Stadium
6,GJ Maxwell,Royal Challengers Bangalore,7,729318,Dubai International Cricket Stadium
25,GJ Maxwell,Royal Challengers Bangalore,7,733996,M Chinnaswamy Stadium
1,GJ Maxwell,Royal Challengers Bangalore,8,829790,M Chinnaswamy Stadium
10,GJ Maxwell,Royal Challengers Bangalore,8,829808,"Punjab Cricket Association Stadium, Mohali"
20,Gurkeerat Singh,Royal Challengers Bangalore,6,598069,"Punjab Cricket Association Stadium, Mohali"
2,Gurkeerat Singh,Royal Challengers Bangalore,8,829808,"Punjab Cricket Association Stadium, Mohali"
18,Gurkeerat Singh,Royal Challengers Bangalore,9,981004,M Chinnaswamy Stadium
2,Harbhajan Singh,Royal Challengers Bangalore,1,335990,Wankhede Stadium
4,Harbhajan Singh,Royal Challengers Bangalore,3,419124,Brabourne Stadium
13,Harbhajan Singh,Royal Challengers Bangalore,4,501275,"MA Chidambaram Stadium, Chepauk"
20,Harbhajan Singh,Royal Challengers Bangalore,5,548365,Wankhede Stadium
1,Harbhajan Singh,Royal Challengers Bangalore,6,598004,M Chinnaswamy Stadium
16,Harbhajan Singh,Royal Challengers Bangalore,6,598038,Wankhede Stadium
8,Harbhajan Singh,Royal Challengers Bangalore,7,729292,Dubai International Cricket Stadium
0,Harbhajan Singh,Royal Challengers Bangalore,8,829742,M Chinnaswamy Stadium
3,Harbhajan Singh,Royal Challengers Bangalore,8,829800,Wankhede Stadium
1,Harpreet Singh,Royal Challengers Bangalore,4,501237,M Chinnaswamy Stadium
47,HH Gibbs,Royal Challengers Bangalore,1,336007,"Rajiv Gandhi International Stadium, Uppal"
5,HH Gibbs,Royal Challengers Bangalore,1,336039,M Chinnaswamy Stadium
13,HH Gibbs,Royal Challengers Bangalore,2,392193,Newlands
60,HH Gibbs,Royal Challengers Bangalore,2,392241,SuperSport Park
53,HH Gibbs,Royal Challengers Bangalore,2,392244,New Wanderers Stadium
12,HH Gibbs,Royal Challengers Bangalore,3,419156,"Vidarbha Cricket Association Stadium, Jamtha"
2,HH Gibbs,Royal Challengers Bangalore,5,548372,M Chinnaswamy Stadium
16,HH Pandya,Royal Challengers Bangalore,8,829742,M Chinnaswamy Stadium
8,HH Pandya,Royal Challengers Bangalore,8,829800,Wankhede Stadium
2,HH Pandya,Royal Challengers Bangalore,9,980932,Wankhede Stadium
21,HM Amla,Royal Challengers Bangalore,9,980982,"Punjab Cricket Association IS Bindra Stadium, Mohali"
9,HM Amla,Royal Challengers Bangalore,9,981004,M Chinnaswamy Stadium
0,I Sharma,Royal Challengers Bangalore,3,419153,M Chinnaswamy Stadium
0,IC Pandey,Royal Challengers Bangalore,6,598032,M Chinnaswamy Stadium
17,IK Pathan,Royal Challengers Bangalore,1,336011,M Chinnaswamy Stadium
12,IK Pathan,Royal Challengers Bangalore,2,392209,Kingsmead
3,IK Pathan,Royal Challengers Bangalore,3,419117,M Chinnaswamy Stadium
16,IK Pathan,Royal Challengers Bangalore,3,419141,"Punjab Cricket Association Stadium, Mohali"
13,IK Pathan,Royal Challengers Bangalore,4,501232,Feroz Shah Kotla
24,IK Pathan,Royal Challengers Bangalore,5,548315,M Chinnaswamy Stadium
4,IK Pathan,Royal Challengers Bangalore,5,548377,Feroz Shah Kotla
30,IK Pathan,Royal Challengers Bangalore,6,598022,M Chinnaswamy Stadium
23,IK Pathan,Royal Challengers Bangalore,6,598059,Feroz Shah Kotla
4,IK Pathan,Royal Challengers Bangalore,7,733982,M Chinnaswamy Stadium
3,Imran Tahir,Royal Challengers Bangalore,8,829762,Feroz Shah Kotla
19,J Botha,Royal Challengers Bangalore,4,501257,Sawai Mansingh Stadium
4,J Suchith,Royal Challengers Bangalore,8,829800,Wankhede Stadium
5,J Yadav,Royal Challengers Bangalore,9,981016,Shaheed Veer Narayan Singh International Stadium
1,JA Morkel,Royal Challengers Bangalore,1,336034,"MA Chidambaram Stadium, Chepauk"
5,JA Morkel,Royal Challengers Bangalore,2,392190,St George's Park
9,JA Morkel,Royal Challengers Bangalore,2,392229,Kingsmead
20,JA Morkel,Royal Challengers Bangalore,2,392243,New Wanderers Stadium
19,JA Morkel,Royal Challengers Bangalore,3,419128,M Chinnaswamy Stadium
1,JA Morkel,Royal Challengers Bangalore,3,419138,"MA Chidambaram Stadium, Chepauk"
9,JA Morkel,Royal Challengers Bangalore,4,501216,"MA Chidambaram Stadium, Chepauk"
5,JA Morkel,Royal Challengers Bangalore,4,501271,M Chinnaswamy Stadium
28,JA Morkel,Royal Challengers Bangalore,4,501273,Wankhede Stadium
2,JA Morkel,Royal Challengers Bangalore,4,501276,"MA Chidambaram Stadium, Chepauk"
28,JA Morkel,Royal Challengers Bangalore,5,548323,"MA Chidambaram Stadium, Chepauk"
28,JC Buttler,Royal Challengers Bangalore,9,980932,Wankhede Stadium
29,JC Buttler,Royal Challengers Bangalore,9,980986,M Chinnaswamy Stadium
51,JD Ryder,Royal Challengers Bangalore,4,501237,M Chinnaswamy Stadium
34,JD Ryder,Royal Challengers Bangalore,5,548332,M Chinnaswamy Stadium
7,JDP Oram,Royal Challengers Bangalore,2,392229,Kingsmead
9,JDP Oram,Royal Challengers Bangalore,2,392243,New Wanderers Stadium
16,JEC Franklin,Royal Challengers Bangalore,4,501275,"MA Chidambaram Stadium, Chepauk"
1,JEC Franklin,Royal Challengers Bangalore,5,548365,Wankhede Stadium
40,JH Kallis,Royal Challengers Bangalore,4,501227,Eden Gardens
17,JH Kallis,Royal Challengers Bangalore,4,501260,M Chinnaswamy Stadium
22,JH Kallis,Royal Challengers Bangalore,5,548320,M Chinnaswamy Stadium
41,JH Kallis,Royal Challengers Bangalore,5,548349,Eden Gardens
16,JH Kallis,Royal Challengers Bangalore,6,598013,M Chinnaswamy Stadium
41,JH Kallis,Royal Challengers Bangalore,6,598062,JSCA International Stadium Complex
43,JH Kallis,Royal Challengers Bangalore,7,729304,Sharjah Cricket Stadium
1,JJ Bumrah,Royal Challengers Bangalore,7,729292,Dubai International Cricket Stadium
1,JP Duminy,Royal Challengers Bangalore,2,392213,New Wanderers Stadium
59,JP Duminy,Royal Challengers Bangalore,2,392223,St George's Park
42,JP Duminy,Royal Challengers Bangalore,3,419162,M Chinnaswamy Stadium
3,JP Duminy,Royal Challengers Bangalore,3,419167,Dr DY Patil Sports Academy
22,JP Duminy,Royal Challengers Bangalore,4,501213,"Rajiv Gandhi International Stadium, Uppal"
74,JP Duminy,Royal Challengers Bangalore,5,548381,"Rajiv Gandhi International Stadium, Uppal"
67,JP Duminy,Royal Challengers Bangalore,7,729286,Sharjah Cricket Stadium
48,JP Duminy,Royal Challengers Bangalore,7,734010,M Chinnaswamy Stadium
13,JP Duminy,Royal Challengers Bangalore,8,829762,Feroz Shah Kotla
67,JP Duminy,Royal Challengers Bangalore,8,829818,M Chinnaswamy Stadium
7,JP Duminy,Royal Challengers Bangalore,9,980926,M Chinnaswamy Stadium
3,JP Faulkner,Royal Challengers Bangalore,6,598028,M Chinnaswamy Stadium
1,JP Faulkner,Royal Challengers Bangalore,6,598041,Sawai Mansingh Stadium
41,JP Faulkner,Royal Challengers Bangalore,7,734004,M Chinnaswamy Stadium
4,JP Faulkner,Royal Challengers Bangalore,8,829754,"Sardar Patel Stadium, Motera"
4,JP Faulkner,Royal Challengers Bangalore,8,829824,Maharashtra Cricket Association Stadium
5,JR Hopes,Royal Challengers Bangalore,1,336011,M Chinnaswamy Stadium
27,JR Hopes,Royal Challengers Bangalore,1,336021,"Punjab Cricket Association Stadium, Mohali"
54,JR Hopes,Royal Challengers Bangalore,4,501232,Feroz Shah Kotla
19,K Goel,Royal Challengers Bangalore,2,392196,Kingsmead
20,K Goel,Royal Challengers Bangalore,2,392209,Kingsmead
11,K Upadhyay,Royal Challengers Bangalore,5,548367,Subrata Roy Sahara Stadium
21,KA Pollard,Royal Challengers Bangalore,3,419124,Brabourne Stadium
20,KA Pollard,Royal Challengers Bangalore,3,419162,M Chinnaswamy Stadium
33,KA Pollard,Royal Challengers Bangalore,3,419167,Dr DY Patil Sports Academy
3,KA Pollard,Royal Challengers Bangalore,4,501275,"MA Chidambaram Stadium, Chepauk"
21,KA Pollard,Royal Challengers Bangalore,5,548365,Wankhede Stadium
52,KA Pollard,Royal Challengers Bangalore,5,548372,M Chinnaswamy Stadium
5,KA Pollard,Royal Challengers Bangalore,6,598004,M Chinnaswamy Stadium
34,KA Pollard,Royal Challengers Bangalore,6,598038,Wankhede Stadium
3,KA Pollard,Royal Challengers Bangalore,7,729292,Dubai International Cricket Stadium
43,KA Pollard,Royal Challengers Bangalore,7,733988,Wankhede Stadium
5,KA Pollard,Royal Challengers Bangalore,8,829742,M Chinnaswamy Stadium
49,KA Pollard,Royal Challengers Bangalore,8,829800,Wankhede Stadium
40,KA Pollard,Royal Challengers Bangalore,9,980932,Wankhede Stadium
35,KA Pollard,Royal Challengers Bangalore,9,980986,M Chinnaswamy Stadium
3,Kamran Khan,Royal Challengers Bangalore,2,392187,Newlands
4,Karanveer Singh,Royal Challengers Bangalore,8,829790,M Chinnaswamy Stadium
12,KC Cariappa,Royal Challengers Bangalore,9,981004,M Chinnaswamy Stadium
26,KC Sangakkara,Royal Challengers Bangalore,2,392196,Kingsmead
17,KC Sangakkara,Royal Challengers Bangalore,2,392209,Kingsmead
45,KC Sangakkara,Royal Challengers Bangalore,3,419141,"Punjab Cricket Association Stadium, Mohali"
36,KC Sangakkara,Royal Challengers Bangalore,4,501213,"Rajiv Gandhi International Stadium, Uppal"
10,KC Sangakkara,Royal Challengers Bangalore,5,548361,M Chinnaswamy Stadium
15,KC Sangakkara,Royal Challengers Bangalore,5,548381,"Rajiv Gandhi International Stadium, Uppal"
16,KC Sangakkara,Royal Challengers Bangalore,6,598009,"Rajiv Gandhi International Stadium, Uppal"
23,KC Sangakkara,Royal Challengers Bangalore,6,598053,M Chinnaswamy Stadium
2,KD Karthik,Royal Challengers Bangalore,1,336003,Feroz Shah Kotla
6,KD Karthik,Royal Challengers Bangalore,1,336031,M Chinnaswamy Stadium
12,KD Karthik,Royal Challengers Bangalore,2,392199,St George's Park
31,KD Karthik,Royal Challengers Bangalore,2,392237,New Wanderers Stadium
17,KD Karthik,Royal Challengers Bangalore,3,419133,M Chinnaswamy Stadium
6,KD Karthik,Royal Challengers Bangalore,3,419145,Feroz Shah Kotla
20,KD Karthik,Royal Challengers Bangalore,4,501249,M Chinnaswamy Stadium
44,KD Karthik,Royal Challengers Bangalore,5,548365,Wankhede Stadium
16,KD Karthik,Royal Challengers Bangalore,5,548372,M Chinnaswamy Stadium
60,KD Karthik,Royal Challengers Bangalore,6,598004,M Chinnaswamy Stadium
43,KD Karthik,Royal Challengers Bangalore,6,598038,Wankhede Stadium
0,KD Karthik,Royal Challengers Bangalore,7,729286,Sharjah Cricket Stadium
1,KD Karthik,Royal Challengers Bangalore,7,734010,M Chinnaswamy Stadium
